Frame Yaw Pitch Roll
92 1.8753357 4.5210114 -0.23745728
93 2.0809937 5.3431854 -0.1275177
94 1.75531 4.9480896 -0.2512436
95 1.2086945 5.7524567 -0.06099701
96 1.31604 4.2057953 -0.16516113
97 1.7423096 4.730362 0.21929932
98 0.68440247 4.5742188 -0.6268158
99 0.83078 4.9186935 -0.7387848
100 -0.28930664 3.8244324 -0.2715912
101 -0.24136353 3.3550262 -0.24140167
102 -0.31886292 2.7102966 -0.055755615
103 -0.39712524 3.2634125 -0.48789978
104 -0.74720764 4.255554 -0.45224762
105 0.1478424 5.295334 -0.66667175
106 0.22944641 3.9629211 -0.16941833
107 -0.2689209 3.1513062 -0.4328308
108 -1.2423859 1.0786972 -0.5602112
109 -0.75894165 -0.9460144 -0.21577454
110 -1.7081146 -2.2284164 -1.0659485
111 -1.0633545 -3.0908203 -0.8327942
112 -1.0765381 -4.0691223 -0.5702591
113 -1.5189819 -4.9106827 -1.2119064
114 -1.9065247 -5.819168 -0.9663162
115 -1.8436127 -6.1370697 -0.9444351
116 -2.0144653 -5.703537 -1.2024384
117 -1.6621857 -5.542778 -1.0383301
118 -1.2488403 -4.8151016 -1.4963684
119 -1.6242218 -4.9779053 -1.4820328
120 -0.8242798 -4.06221 -1.2526474
121 -0.5390625 -4.2761383 -1.2457428
122 -0.8456726 -3.8244476 -1.2222519
123 -0.3894348 -4.6230545 -1.3894348
124 -0.5605316 -4.5025253 -1.9037781
125 -1.3016968 -4.2772827 -2.0045319
126 -0.72094727 -3.6944046 -2.2867126
127 0.064208984 -3.119629 -2.1475983
128 0.40315247 -1.7156372 -2.6116638
129 0.0036010742 -0.8604889 -2.6469498
130 -0.9294739 -0.30434418 -3.270256
131 -0.116882324 0.35951233 -2.7815552
132 0.676239 1.3199615 -2.2323456
133 1.5829468 1.5466461 -1.8025208
134 0.4888153 1.4911346 -1.2707214
135 0.14477539 1.2222748 -0.99341583
136 -0.087127686 1.5482025 -0.7224655
137 -0.1379242 1.2178192 -0.6450348
138 -0.8786621 0.947876 -0.63201904
139 -0.25238037 1.6961975 -0.26687622
140 -1.1405182 1.3514252 -0.271698
141 -0.8683777 0.6370239 0.06590271
142 -1.140152 0.16357422 0.16174316
143 -1.0857544 0.94906616 0.4387207
144 -1.0151978 0.62535095 0.5749054
145 -1.2879639 0.1023407 0.5645828
146 -1.2742004 -0.2517395 0.45426178
147 -1.4728394 0.49829865 0.52233124
148 -1.6826172 0.64378357 0.25151825
149 -1.9580078 0.32778168 -0.13167572
150 -2.4609985 -0.66871643 -0.0750885
151 -2.2909088 -0.81534576 -0.19023132
152 -2.6118622 -1.1589203 -0.17381287
153 -2.5715637 -1.1173096 -0.95345306
154 -2.7712708 -1.1272736 -1.1078644
155 -2.57724 -0.87550354 -0.89151764
156 -2.3323517 -0.13043976 -1.3742828
157 -1.6603699 -0.58462524 -1.8642273
158 -1.1846466 -0.38638306 -2.0859146
159 -0.54776 -0.8413925 -1.9973602
160 -0.4202118 -0.6470947 -1.7278748
161 0.5693054 -0.29840088 -1.8279648
162 0.49041748 -0.5839462 -2.0724335
163 -0.11413574 -0.9697876 -2.3592453
164 0.033599854 -1.114975 -1.9840546
165 -0.43649292 -1.0598602 -1.9978409
166 -0.65171814 -1.1350403 -1.5685272
167 -0.6542206 -1.2511902 -1.5725098
168 -0.79776 -1.3475418 -1.4805756
169 -0.8701477 -1.168045 -1.452095
170 -0.8314514 -0.78531647 -1.6052704
171 -1.4406128 0.18344116 -1.8717499
172 -0.72891235 -0.5758362 -1.8731079
173 -0.24536133 -0.7987213 -1.8732758
174 -0.8072815 -1.0201035 -2.4597702
175 0.05064392 -0.7583542 -1.9128876
176 0.518219 -0.7928772 -1.5422974
177 1.2494507 -0.9565582 -1.3606339
178 1.7183838 -0.6924362 -1.3096008
179 1.9458466 -1.0842896 -1.484787
180 1.2622986 0.31256104 -1.2337494
181 1.594635 0.113731384 -1.3940887
182 1.6661072 -0.32801056 -1.5555725
183 1.1622009 -0.42955017 -1.64328
184 0.8183594 0.33249664 -1.6479263
185 1.3256531 0.23849487 -1.6345673
186 1.3729095 0.22911072 -1.6795197
187 1.0603943 0.14229584 -1.3604965
188 0.9458313 -0.26177216 -1.3015594
189 1.006012 -0.17589569 -1.7863617
190 1.6941223 0.5950928 -1.4552536
191 0.95539856 -0.45967102 -1.3308868
192 1.0869751 -0.1161499 -1.3062973
193 1.1065674 -0.4060974 -1.071785
194 1.1920776 0.015678406 -1.36969
195 0.86016846 0.15409851 -1.3892822
196 0.7320404 0.14201355 -1.4392853
197 0.92437744 -0.7589874 -1.153305
198 0.70077515 -0.1669693 -1.5190201
199 0.05432129 -0.7001724 -1.5647964
200 -0.37973022 -1.2254181 -1.357727
201 0.5049591 -1.3335876 -1.0045471
202 -0.23272705 -0.5479126 -1.8764343
203 0.16366577 -1.4138947 -1.2591705
204 -0.011642456 -1.6108551 -0.73835754
205 -0.20018005 -0.780365 -1.497818
206 0.030853271 -0.9889755 -0.98274994
207 0.032684326 -1.0460815 -1.1355896
208 -0.5482788 -1.4655457 -1.1923523
209 0.04437256 -1.0359955 -1.21241
210 -0.29092407 -1.1148071 -0.6752472
211 -0.22288513 -1.4433899 -0.6420822
212 -0.7081604 -1.682579 -0.69677734
213 -0.369812 -0.60095215 -1.0322571
214 -0.48771667 -0.6586304 -0.95840454
215 -0.65812683 -0.6516113 -0.57359314
216 -0.38121033 -0.39608765 -1.2590637
217 -0.7772064 -0.27692413 -0.9066467
218 -0.97613525 -0.124053955 -0.62945557
219 -1.1862488 -0.3937912 -1.0249786
220 -1.300354 -0.5357361 -0.95155334
221 -0.7093811 -1.0801849 -1.090332
222 -0.9269104 -0.71188354 -1.2399673
223 -0.7990875 -0.8397827 -1.5634766
224 -0.9577637 -0.65231323 -1.3559113
225 -0.18954468 -0.91796875 -1.1328049
226 0.035720825 -0.4102478 -1.2146454
227 0.0058288574 -0.8559723 -1.0106659
228 -0.05630493 -1.5178375 -1.0227356
229 0.091674805 -0.9486542 -1.0350037
230 -0.25801086 -1.3591461 -1.2253876
231 -0.3344574 -1.2382965 -1.20578
232 -0.109451294 -0.8864441 -1.273819
233 -0.5649109 -1.3330765 -1.290802
234 -0.5906372 -1.1105118 -1.1557007
235 -0.83799744 -1.3047867 -1.4476013
236 -0.8537903 -1.7716217 -1.9386139
237 -1.6122284 -1.793129 -2.4467773
238 -1.6937561 -1.5747681 -2.1038208
239 -0.2311554 -1.3561096 -1.2489166
240 -0.025558472 -1.163147 -1.4255447
241 -0.74749756 -0.9512558 -1.464508
242 -0.82621765 -0.7373352 -1.4084244
243 -1.1539917 -0.83592224 -1.1993179
244 -1.2704773 -1.6959457 -1.0102234
245 -1.1474152 -1.6676636 -1.0310822
246 -0.78630066 -1.7020416 -1.0090027
247 -1.1179199 -1.9254303 -1.0880814
248 -0.6843567 -1.9427948 -1.1889954
249 -1.1585846 -2.244995 -1.4595337
250 -1.018753 -2.1245117 -1.560669
251 -0.9058533 -1.7318726 -1.4558258
252 -0.54629517 -1.9632721 -1.229248
253 -0.77604675 -1.8136749 -1.4643555
254 -0.92349243 -2.1541443 -1.4240723
255 -0.73228455 -1.6320648 -1.8235168
256 -0.64060974 -1.5850296 -1.7528381
257 -1.0774384 -1.3294601 -1.5372849
258 -1.1703339 -1.594223 -2.1085968
259 -1.5115356 -1.7327728 -2.0556946
260 -1.4195862 -1.4706573 -2.0249863
261 -0.3302307 -1.0039825 -1.1435623
262 -0.5868225 -0.4710617 -1.4512253
263 -0.3416748 -0.48786926 -1.2777786
264 -0.5290222 -0.58688354 -1.2810745
265 -0.6395416 -0.64281464 -1.5059662
266 -0.13787842 -0.52674866 -1.5754395
267 0.024414062 0.33572388 -1.476677
268 0.15777588 1.2498322 -1.3847122
269 0.9337921 2.1129684 -1.2704773
270 1.1330719 2.543274 -1.1833954
271 2.0053558 3.8157501 -1.2184448
272 2.0477295 4.802368 -0.6960907
273 3.6452332 4.585129 -0.9976196
274 3.5178833 6.012146 -1.3307877
275 3.139679 7.7151184 -0.9814148
276 3.1481323 9.87796 -2.4955673
277 3.0856323 12.068481 -3.6383438
278 2.3110352 14.105682 -2.9801178
279 2.2776947 15.305283 -2.9603424
280 2.9205627 16.565277 -2.6888885
281 2.5268555 17.134369 -2.797638
282 3.2144775 17.310196 -1.5446167
283 3.4313507 18.034515 -1.243103
284 3.403839 17.703293 -1.2612076
285 3.497467 17.281357 -1.3866577
286 4.151581 16.600937 -1.8255844
287 3.3658142 17.320145 -1.1229401
288 2.813858 17.665253 -1.0323334
289 2.9938507 17.463203 -1.7695541
290 2.4452515 17.165749 -0.9965286
291 2.7819977 17.418839 -0.9311676
292 3.0821533 17.170464 -1.3214264
293 3.1273193 17.376373 -1.7377777
294 3.1591644 16.90538 -2.439682
295 2.9812775 16.643997 -2.2228775
296 2.615921 16.68422 -1.8687592
297 2.4327545 16.477066 -1.7873611
298 2.809204 16.15979 -1.9754105
299 2.7974548 16.123611 -2.1459732
300 1.6911621 16.68901 -1.5882797
301 1.869812 16.187454 -2.1093597
302 1.7780914 15.75116 -2.2334747
303 1.3737488 15.403999 -2.783081
304 2.065567 15.736938 -2.9730225
305 1.3898621 15.999229 -2.8265076
306 1.7568665 15.466621 -3.0372849
307 2.2024536 15.647797 -2.689064
308 2.4791412 15.865952 -1.9352188
309 2.5536194 15.902557 -2.778061
310 2.5180054 15.433304 -3.5281525
311 2.5473022 15.536804 -2.8473053
312 2.3516388 15.184723 -2.9705658
313 2.1645813 15.144714 -2.5593796
314 2.3668976 15.164955 -2.7925568
315 2.8550415 15.308243 -2.5210571
316 2.99794 14.913712 -2.3974152
317 3.1233215 14.723671 -2.3344803
318 2.8399658 14.101425 -2.522934
319 2.715332 13.777664 -3.2087631
320 3.384552 13.731888 -2.523857
321 3.359726 13.604073 -2.126068
322 2.9483185 13.873108 -2.8126068
323 3.3555145 14.551689 -2.7760773
324 4.101898 14.11496 -3.2581787
325 4.1344147 13.41346 -3.323288
326 4.2585297 13.615051 -3.7511673
327 4.020294 13.482208 -3.6224365
328 4.1348114 13.668289 -3.3587952
329 4.3917084 12.353165 -3.4362793
330 5.1181183 12.048676 -3.6352768
331 4.749527 13.83374 -3.4312897
332 4.385971 13.23642 -2.8400574
333 3.6532593 12.72644 -3.402069
334 3.0105438 12.328217 -3.714569
335 2.6662598 11.6772 -3.7818222
336 2.3710327 11.163963 -3.4394684
337 2.3761292 11.636139 -3.3439178
338 2.440216 10.710091 -2.9715042
339 2.159378 10.743134 -3.4871979
340 1.7674713 9.664108 -3.181343
341 1.9120178 8.887405 -2.967102
342 2.402481 8.725922 -3.0744476
343 2.7148895 9.07354 -2.9445953
344 1.6314392 9.425156 -3.3793411
345 1.7095795 9.428329 -3.3457794
346 2.0126495 8.819611 -3.4656525
347 2.6538696 7.82164 -2.8220978
348 2.4092407 7.360977 -2.4724045
349 2.3179932 6.060089 -2.3678436
350 1.4981232 6.217804 -2.4697723
351 1.9892883 6.026596 -2.0617447
352 1.6688538 6.2438965 -2.5354462
353 1.8027039 5.690384 -2.5889893
354 2.2866974 6.5956116 -2.1105804
355 1.4499359 5.420532 -2.4670258
356 1.4174042 4.0882416 -1.8102493
357 0.81118774 3.589798 -2.275406
358 0.5432129 2.8423233 -1.4378204
359 0.21969604 1.7061005 -1.5725784
360 -0.19555664 0.6164017 -2.3690643
361 -0.69125366 0.6114807 -1.8431091
362 -0.18296814 -0.18001556 -1.9599457
363 -0.7804413 -1.4352875 -1.7601013
364 -1.0725403 -2.136177 -2.2406921
365 -1.1260376 -2.7770462 -1.3499451
366 -1.0752106 -4.016281 -1.3069
367 -0.6901398 -5.147743 -1.3752441
368 -1.3370972 -5.4044266 -1.5301971
369 -1.3346863 -5.679085 -1.20298
370 -1.4754028 -6.1454163 -1.1224976
371 -1.7289276 -6.3958282 -1.8164825
372 -1.4904175 -6.451874 -1.824646
373 -2.0641785 -6.9057465 -1.778244
374 -2.7930603 -6.6143265 -1.9158325
375 -2.5293884 -6.5426636 -1.7922211
376 -1.8896179 -6.2201767 -1.3899307
377 -1.7123871 -6.060692 -1.3096161
378 -1.92453 -5.8763275 -1.1711731
379 -1.3186951 -5.2322235 -1.0315933
380 -1.2173615 -5.6547546 -0.7355957
381 -1.5343933 -5.976898 -0.97836304
382 -1.3850098 -5.5851135 -0.81749725
383 -1.1774597 -5.691971 -0.7518997
384 -1.3855896 -5.5752563 -0.73057556
385 -1.1253967 -5.5457993 -1.1143799
386 -0.73757935 -5.350418 -1.1143799
387 -1.096283 -5.603569 -1.6305771
388 -0.6368408 -5.505615 -1.4377289
389 -0.6170044 -5.496994 -1.757515
390 -0.95321655 -5.6530457 -1.2055511
391 -1.2493286 -5.110489 -1.2320862
392 -0.49945068 -5.8257675 -1.0167236
393 -0.50338745 -5.0507584 -1.0902557
394 -0.14875793 -4.6717224 -1.0284348
395 -0.1859436 -4.5794983 -1.2264862
396 -0.77212524 -4.4434967 -1.2494507
397 -0.61557007 -4.4207306 -0.9700165
398 -0.12814331 -3.816124 -1.0656891
399 -0.7029114 -4.2097473 -1.0971985
400 -0.65805054 -4.056679 -1.3211288
401 -0.69195557 -3.5521164 -1.1557312
402 -0.36105347 -3.2936554 -1.4312668
403 0.3447113 -3.2365036 -1.2372131
404 0.6354065 -3.1548767 -1.1530304
405 0.4348297 -3.1458588 -1.1128082
406 0.3326416 -3.047844 -0.9115448
407 0.21903992 -3.0319824 -0.7907181
408 0.107055664 -3.1954346 -0.85484314
409 0.22241211 -3.2445755 -0.7845154
410 0.3607025 -3.5897293 -0.829216
411 -0.115722656 -3.9582062 -0.91256714
412 0.50161743 -3.5469818 -1.0044861
413 0.23562622 -3.9440384 -0.74328613
414 -0.1303711 -3.8014908 -1.1325684
415 -0.3305359 -3.6427765 -1.9844513
416 -0.89772034 -3.871193 -2.020691
417 -1.5222626 -2.9672012 -2.1953278
418 -1.6357117 -3.1667938 -2.208786
419 -1.6699677 -4.159561 -1.9877014
420 -1.5552216 -3.0403137 -2.5704117
421 -1.7410278 -2.6748047 -2.4371796
422 -1.4299469 -2.381195 -2.3344803
423 -2.1184387 -2.8145905 -2.3668442
424 -2.2157288 -2.218567 -2.583641
425 -1.9023743 -2.906952 -2.2066727
426 -2.64917 -2.634369 -2.4415512
427 -2.2722015 -2.2458496 -2.4755402
428 -2.2045288 -2.478592 -2.3192902
429 -2.5812988 -2.5464325 -2.4902802
430 -1.9370117 -2.649376 -2.5626984
431 -1.990509 -3.2465897 -1.9535294
432 -2.289856 -2.6603851 -1.8969955
433 -2.1015472 -2.91745 -1.8195953
434 -2.3447266 -2.8754272 -1.6250305
435 -2.8940582 -3.0055237 -1.6720047
436 -2.6843567 -3.8398972 -2.0715866
437 -2.0773315 -2.5922012 -1.7128754
438 -1.7842712 -2.8819427 -1.8530579
439 -2.0765533 -2.586731 -1.8697968
440 -1.8141632 -2.571167 -1.536911
441 -1.4379578 -3.407074 -1.3411331
442 -1.8452759 -3.6679688 -1.388977
443 -1.9163208 -3.6094284 -1.574501
444 -1.646637 -3.164383 -1.6268692
445 -1.6343689 -3.5946503 -1.3306046
446 -1.4973755 -3.3067398 -1.5997772
447 -1.4588318 -2.9241714 -1.4468384
448 -1.6618195 -2.9612274 -1.0004883
449 -1.3925934 -3.3089905 -0.8452301
450 -1.2145844 -3.3955765 -1.4510803
451 -2.1600342 -3.7053223 -1.3264008
452 -1.8996277 -3.7449799 -1.2861786
453 -1.8480682 -4.0361786 -1.0799713
454 -1.4687195 -3.8091583 -1.1340637
455 -2.0058594 -3.5866165 -1.2420349
456 -1.2954102 -3.4432907 -1.6179886
457 -1.1597443 -3.543251 -1.3882904
458 -1.0532684 -3.3655396 -1.3401718
459 -1.4515991 -3.1156464 -1.4636536
460 -1.3107452 -3.318901 -1.4193878
461 -1.4750671 -3.5496979 -1.4627228
462 -1.9877472 -3.4370117 -1.3211517
463 -1.9057007 -3.250229 -1.2784424
464 -1.5857544 -4.5118484 -1.89888
465 -2.510025 -4.3780746 -2.4324799
466 -2.5429077 -4.545532 -2.2547607
467 -2.1762238 -4.4378433 -2.081955
468 -1.6495514 -4.2037506 -1.5671768
469 -1.6439514 -3.5380096 -1.2133484
470 -1.9148865 -3.3703613 -1.5992279
471 -1.5960693 -3.793686 -1.4598312
472 -2.336975 -3.2326202 -1.6484375
473 -1.7900391 -3.3930664 -1.4945297
474 -2.3459778 -2.5915985 -1.6730576
475 -2.429245 -2.8386993 -1.647583
476 -2.0181122 -2.5399246 -2.0503998
477 -1.2739258 -3.290924 -1.3289032
478 -1.9498291 -3.4059753 -1.5757599
479 -1.0916595 -3.0861816 -1.3222961
480 -1.0392456 -3.5667953 -0.3577652
481 -0.24935913 -3.868042 -0.10046387
482 1.0581207 -3.9127045 0.05810547
483 1.35672 -3.6892471 -0.024230957
484 1.6005859 -3.9971313 0.22927094
485 1.908905 -3.2440186 -0.03755188
486 2.1724548 -3.2368546 -0.22871399
487 1.8980255 -3.2574463 -0.112953186
488 2.0536652 -3.4332047 -0.06681061
489 1.0564575 -3.7129517 -0.011703491
490 0.42588806 -4.0639267 0.094451904
491 0.75 -3.1375275 0.038604736
492 0.33615112 -3.4580383 -0.33137512
493 -0.8833618 -3.4465485 -0.46035004
494 -0.86465454 -3.4225311 -1.044632
495 -0.29388428 -3.7198486 -1.1529083
496 -0.9362488 -3.2568588 -0.8540268
497 -0.9161377 -3.892395 -0.64775085
498 -1.038269 -3.9815063 -0.86494446
499 -1.0830383 -3.6078186 -1.3156891
500 -1.7877655 -4.3746033 -1.7593689
501 -2.2823486 -4.7423706 -1.6101685
502 -2.1703796 -4.8621063 -1.4061432
503 -1.3052521 -4.2472153 -1.4694214
504 -1.3666687 -4.025383 -1.5176468
505 -1.6321716 -3.3953094 -1.4038696
506 -1.6544495 -3.628891 -1.5319214
507 -1.6150513 -3.466095 -1.5733795
508 -1.7541809 -3.6908112 -1.4254303
509 -1.5996857 -3.5715027 -1.5812378
510 -1.6145477 -3.432251 -1.4888535
511 -2.03125 -3.568695 -1.5091095
512 -1.7137451 -3.4220886 -1.2098541
513 -1.7731323 -3.4281845 -1.4420624
514 -1.5421448 -3.564865 -1.2150879
515 -1.9787445 -3.6352386 -1.3078461
516 -2.0821228 -3.8035583 -1.5393448
517 -1.7871552 -3.6672974 -1.5822449
518 -1.8811798 -4.0251694 -1.7683716
519 -1.8439026 -3.3469925 -1.5991211
520 -1.5429535 -3.2560577 -1.2583008
521 -2.1859436 -3.1938248 -1.5253143
522 -2.114563 -3.6043167 -1.4326172
523 -1.7846985 -3.7450027 -1.4784546
524 -1.9151917 -3.5087204 -1.2426224
525 -1.9847717 -3.5784454 -1.4165039
526 -1.9163818 -3.27845 -1.4053192
527 -2.0685425 -3.4485474 -1.4569244
528 -1.8914948 -3.273758 -1.2327576
529 -2.3663025 -3.334381 -1.2238312
530 -1.9798584 -2.5300827 -1.6240692
531 -1.7969971 -3.220665 -1.5201874
532 -2.0079956 -2.60289 -1.6218109
533 -1.4565735 -2.604477 -1.6316986
534 -1.4049072 -2.2228394 -1.3032074
535 -1.6529846 -2.378067 -1.6024933
536 -1.8285828 -2.1836014 -1.8149567
537 -1.9259949 -2.228836 -1.8663177
538 -1.5789032 -3.1068573 -2.0103836
539 -1.8200989 -2.6436996 -2.236786
540 -1.8746796 -2.4910812 -2.111641
541 -1.5453186 -2.8826904 -1.8520355
542 -1.3371735 -2.6492004 -1.9706879
543 -1.7648163 -3.0333557 -1.9378662
544 -1.6633453 -3.0925446 -1.8583221
545 -2.0386658 -3.6237793 -1.8241272
546 -2.1480103 -2.4688263 -2.0697174
547 -2.2285461 -2.7756348 -2.0330505
548 -1.9383545 -2.8479996 -1.9369202
549 -1.3286743 -3.2458954 -1.8598022
550 -1.628418 -3.0351868 -2.1927338
551 -1.8977966 -3.158966 -2.0580444
552 -1.5416107 -2.7918549 -1.9685669
553 -2.1321716 -3.0985565 -2.0382843
554 -1.88031 -2.759201 -2.0113373
555 -2.0614166 -2.8126984 -2.0331268
556 -1.7668457 -2.6865997 -2.189621
557 -1.9535065 -2.8922653 -1.8912735
558 -2.4270325 -3.1425552 -2.3992615
559 -1.6340942 -3.2413101 -2.5064697
560 -1.873291 -2.9727402 -2.1282196
561 -1.4397888 -3.0400467 -2.3003387
562 -1.4983368 -3.167305 -2.2735748
563 -1.6599274 -3.2969131 -2.3892746
564 -1.620575 -2.9815826 -2.3120117
565 -1.6419525 -2.9371033 -2.3604584
566 -1.7741241 -2.8322906 -2.4463348
567 -1.7993927 -2.8995895 -2.352234
568 -2.1894379 -3.1913147 -2.3493576
569 -1.3764343 -2.821762 -2.4908066
570 -1.8246765 -3.4069824 -2.9632187
571 -1.4673004 -3.0815582 -2.3977203
572 -1.2481384 -3.2847595 -2.2008057
573 -1.2128906 -3.312622 -2.4251099
574 -1.3970184 -3.156227 -2.4631042
575 -1.0297241 -3.291565 -2.7478943
576 -1.1290741 -3.7413483 -2.501648
577 -0.9705353 -3.6902695 -2.4233246
578 -0.58343506 -3.5493317 -2.3537903
579 -0.7147827 -3.578247 -2.3401108
580 -0.6945801 -3.6123352 -2.3762283
581 -1.0986633 -3.3192368 -2.3999481
582 -0.82562256 -3.3055344 -2.3665314
583 -1.0923767 -3.575882 -2.0057678
584 -1.4134369 -3.320404 -2.2524033
585 -1.334259 -3.3590393 -2.1954117
586 -1.4866486 -3.4847107 -2.499466
587 -0.55111694 -3.0775757 -2.3629456
588 -0.70884705 -3.1121674 -2.4328766
589 -0.6314697 -3.14814 -2.248375
590 -0.21510315 -3.3604126 -2.4296722
591 -1.0927124 -2.980713 -2.5431747
592 -0.63342285 -3.1925201 -2.4536438
593 -0.4447174 -3.3554688 -2.4359894
594 -0.96606445 -3.0200653 -2.1567535
595 -0.5474396 -3.0868378 -2.3376389
596 -0.6619568 -3.7080383 -2.131836
597 -0.73583984 -3.629486 -2.5285492
598 -0.7728729 -3.76828 -2.6836395
599 0.009140015 -3.1224747 -2.560608
600 0.3692627 -2.9792175 -2.702797
601 0.46520996 -2.0899887 -2.7875748
602 0.7076416 -2.5184555 -2.625389
603 0.054092407 -2.6822815 -3.4257202
604 0.500824 -3.0666122 -3.747612
605 0.63449097 -2.407547 -3.5561752
606 0.5882416 -2.8717117 -3.713707
607 1.3218842 -2.247551 -3.468216
608 1.9790344 -2.7213135 -3.6170273
609 1.9335632 -1.7982635 -3.3946075
610 2.0645294 -1.9326172 -4.10717
611 1.925827 -0.88423157 -4.342613
612 2.4569397 -1.284668 -3.628563
613 2.4374695 -1.3442383 -3.6992493
614 2.1800995 -1.4267349 -4.009239
615 2.251068 -0.7347336 -4.4699097
616 2.0187073 -0.6668091 -4.504883
617 1.5340881 -0.328331 -4.686737
618 1.8021088 -0.6568451 -4.2189636
619 1.9952698 -0.42042542 -4.1382217
620 2.459961 0.36531067 -4.310379
621 2.7813416 -0.389328 -3.999733
622 2.0256195 -0.3744812 -4.476822
623 2.3246155 -0.3339615 -4.369232
624 2.00766 -0.51971436 -4.412941
625 1.4838715 -0.2571411 -4.418663
626 1.1265259 0.79447937 -4.4528427
627 1.0397797 0.7553406 -4.093361
628 0.98316956 1.0870056 -3.9419174
629 1.3461609 1.6444931 -3.9113617
630 -0.10684204 0.2007904 -4.149887
631 0.25152588 -0.0313797 -3.7099762
632 -0.23294067 0.14219666 -3.6961365
633 -0.3905487 0.626709 -3.7019958
634 0.07727051 0.4362259 -3.7129517
635 0.30044556 0.5248947 -3.809967
636 0.575531 0.12844849 -4.578972
637 0.71572876 0.29610443 -4.4525604
638 0.82980347 0.7378006 -4.4201355
639 0.40298462 1.0832062 -4.093544
640 0.14440918 0.96723175 -4.054062
641 0.37728882 0.83192444 -3.7529526
642 0.37324524 1.3197479 -3.4241867
643 1.4825592 0.8521881 -3.1535492
644 1.2329712 -0.5786438 -3.6581879
