Frame Yaw Pitch Roll
1363 -4.7792664 -0.61763763 4.404999
1364 -4.1776733 -0.035842896 3.8054962
1365 -4.362686 -0.42391968 2.3076935
1366 -4.0827637 -0.14157104 2.0933075
1367 -3.3873901 -1.0583191 1.2289581
1368 -3.4290466 -0.8215332 0.5352478
1369 -2.784668 -0.44966125 0.3945465
1370 -3.1673737 -0.2508545 0.22963715
1371 -2.5437317 -0.4558258 -0.5007477
1372 -1.6034546 -0.8281555 -1.1364899
1373 -1.5447235 -1.0406647 -1.6395493
1374 -1.4629517 -0.98576355 -1.962265
1375 0.025787354 -1.137558 -1.8344421
1376 0.6066742 -1.1115189 -2.6083527
1377 0.5001831 -1.6559906 -2.6038666
1378 0.24612427 -1.267067 -2.369461
1379 0.4562378 -0.6486206 -2.109085
1380 -0.8561249 -0.56243134 -2.3445053
1381 -1.1782837 -0.5663681 -2.2385712
1382 -2.76474 -0.67477417 -2.1030807
1383 -2.5648804 -1.1596222 -1.9092407
1384 -3.6433868 -1.678772 -1.2738876
1385 -3.4374847 -1.5251617 -0.72805023
1386 -4.5000305 -1.8047485 0.13767242
1387 -5.280884 -2.2474976 0.4680481
1388 -6.1389465 -1.7996674 0.9731903
1389 -6.0912476 -2.391449 1.4595795
1390 -5.7784424 -1.1328506 2.4176025
1391 -5.5704193 -0.050735474 2.230362
1392 -5.963806 -0.062438965 2.0687027
1393 -5.6574707 0.47976685 2.0840454
1394 -5.972595 0.55622864 1.6563568
1395 -4.89447 -0.49843597 1.689331
1396 -4.871399 0.27220917 1.1712189
1397 -4.845932 0.740921 0.6548538
1398 -3.8552551 -0.2899933 -0.16303253
1399 -4.8118134 -0.68481445 -0.33913422
1400 -4.0230713 0.4644699 -0.5933533
1401 -3.7371979 -0.1543808 -0.5229721
1402 -3.662033 -0.4074707 -0.51860046
1403 -3.6396637 -0.24354553 -0.29663086
1404 -4.369934 -0.83781433 -0.3586731
1405 -3.9031067 -0.85601807 -0.27944946
1406 -4.529999 -0.63186646 0.118270874
1407 -4.993683 -1.0658417 0.43426514
1408 -5.0719604 -1.4898071 -0.13378906
1409 -5.23732 -2.503769 -0.20587158
1410 -5.560608 -2.1616516 -0.5327759
1411 -6.0181885 -2.284027 -0.28598022
1412 -5.077652 -1.1815033 0.19683838
1413 -4.875168 -1.5901794 0.17189026
1414 -4.857086 -1.6951294 0.14501953
1415 -5.017624 -1.7799454 0.14382935
1416 -4.912796 -1.5059204 0.19586182
1417 -5.2588654 -1.7974854 0.34975433
1418 -4.954956 -1.9909744 -0.15057373
1419 -5.230362 -2.4875793 -0.347641
1420 -4.6904144 -2.7525177 0.009277344
1421 -4.6062927 -2.636856 -0.10359192
1422 -4.3936157 -2.8777084 0.34658813
1423 -4.6157684 -2.941513 0.35516357
1424 -3.960144 -2.3772888 -0.0069885254
1425 -2.9163513 -3.576355 0.21183014
1426 -2.048294 -2.7558517 0.61628723
1427 -1.506546 -3.5370178 0.06264496
1428 -1.2056274 -2.5148163 -0.9047699
1429 -0.04408264 -3.0760956 -1.0261002
1430 0.83724976 -2.2664642 -0.8199158
1431 1.8695374 -2.4474564 -0.6321564
1432 2.723999 -2.8269958 -0.23851013
1433 2.4526978 -2.9556732 -0.182724
1434 2.8022766 -3.258072 -0.67046356
1435 2.3331604 -3.2358932 -0.44821167
1436 1.1951904 -3.5830612 -0.46011353
1437 1.0281372 -2.9882126 0.18582916
1438 0.6708374 -3.0390778 0.7194443
1439 -0.53053284 -2.7902222 0.52305603
1440 -1.452652 -3.315895 1.0575027
1441 -1.5280151 -3.994873 1.136879
1442 -2.7254791 -4.6201477 0.6939087
1443 -3.314972 -4.7578354 1.1398544
1444 -3.3768616 -4.237709 1.6157455
1445 -4.0281677 -4.441284 1.3174133
1446 -4.2153473 -3.7563858 1.5168686
1447 -3.4013062 -3.563675 1.6725082
1448 -2.8489075 -2.164795 1.1945572
1449 -2.1854553 -1.4363403 0.35765076
1450 -2.095459 -0.19713593 0.051620483
1451 -0.2003479 1.8442383 -0.37025452
1452 1.5410156 3.8710175 0.30368042
1453 2.4691467 5.4466324 0.36042786
1454 4.047882 6.780731 1.8370285
1455 4.8855133 7.307846 1.493515
1456 5.901245 8.953514 2.0641632
1457 8.124115 8.768768 1.9343948
1458 11.334778 8.939095 1.3215637
1459 16.452301 9.487427 1.3423767
1460 21.535095 9.410545 2.2712708
1461 26.037552 10.224335 2.485489
1462 30.159805 10.325272 3.1398773
1463 35.189453 11.493919 4.5015793
1464 40.948364 13.870682 5.7761307
1465 45.04454 12.332108 5.762726
1466 49.47177 11.969162 5.017807
1467 52.497345 13.696716 5.0338745
1468 55.18744 12.133804 4.516861
1469 59.19104 14.442398 4.2597046
1470 60.913483 11.809311 3.1445923
1471 63.268036 12.628601 4.0176315
1472 62.42537 13.450104 3.7436523
1473 62.447433 12.331627 3.0528564
1474 63.186905 12.300415 2.4938278
1475 63.51718 12.995132 3.4252472
1476 63.774857 11.394882 2.8762207
1477 63.661194 13.17511 3.4744873
1478 62.389038 14.496254 4.4433136
1479 62.2408 13.801727 4.516083
1480 60.844086 14.888237 4.3952637
1481 62.443756 13.731979 4.2288513
1482 61.625107 13.370972 3.8955688
1483 62.075043 14.254013 4.2450485
1484 62.26358 14.604202 4.638153
1485 61.694 13.661018 5.004204
1486 62.27925 13.396332 4.7856674
1487 62.634613 14.405334 5.4683685
1488 62.25589 14.537933 3.550415
1489 63.086304 14.314392 3.4829636
1490 61.214203 14.912315 3.7632751
1491 61.362396 12.785126 4.5405807
1492 60.822083 12.932022 4.495743
1493 61.33104 13.546661 4.5339355
1494 60.108994 12.018097 3.5766144
1495 59.759537 11.962723 3.1845932
1496 60.42267 10.507751 3.3715363
1497 60.651443 11.949295 3.744522
1498 61.433075 12.041908 3.291153
1499 60.69873 12.500687 3.9486084
1500 60.343643 13.071121 4.0646667
1501 58.403778 11.074432 3.2529297
1502 58.760834 11.116898 3.1164322
1503 60.103775 11.471802 3.2116241
1504 59.547455 12.912842 3.8987503
1505 59.152863 13.719177 4.2024307
1506 58.49817 13.853638 4.3041077
1507 57.828964 13.247253 4.4490356
1508 58.809586 13.339676 3.223503
1509 57.809143 15.2827835 3.5043182
1510 56.619553 15.847092 4.4264374
1511 56.37976 15.220779 4.18499
1512 54.759674 14.234665 4.6459656
1513 54.5587 14.427673 3.9505463
1514 54.521484 13.724785 3.9343414
1515 53.946167 14.121735 4.4104385
1516 53.724945 15.915543 4.550789
1517 54.495026 14.733696 4.3760605
1518 53.157944 15.941414 5.389923
1519 53.887115 16.580261 5.1251907
1520 53.845062 16.354134 5.8367004
1521 53.50438 15.354279 5.1575165
1522 54.040787 15.970848 4.43795
1523 53.749542 15.594879 4.7914886
1524 54.51645 16.529663 4.95607
1525 54.294662 15.65834 4.759758
1526 53.501404 15.38089 5.14946
1527 54.347504 18.541977 5.917679
1528 54.365448 16.805283 4.4785004
1529 53.913162 16.12117 4.7811584
1530 53.283966 14.785004 5.1455154
1531 54.0688 15.834549 5.529846
1532 54.13463 12.827637 4.5479507
1533 53.7025 15.79744 5.5883636
1534 54.35211 15.3689575 4.9899216
1535 54.929047 14.675331 4.560951
1536 54.65631 15.011063 4.582123
1537 54.035248 13.763374 4.238434
1538 53.593628 14.970367 4.6046753
1539 53.933716 14.834129 4.720299
1540 54.322586 13.945374 4.1455307
1541 54.29384 14.599937 4.017868
1542 54.20851 13.263405 4.076416
1543 54.637146 13.58197 3.4057846
1544 54.8049 13.34613 3.0933151
1545 56.030045 11.938751 3.2550354
1546 54.93991 14.05481 3.9721222
1547 55.276 13.961014 4.0928802
1548 55.845886 14.202835 5.380066
1549 54.730713 12.446426 3.7236557
1550 55.320007 12.048676 3.2598877
1551 55.885193 14.080421 3.9711761
1552 56.25815 11.831039 3.1695786
1553 55.866074 12.316971 3.327942
1554 55.21582 15.5286255 4.6604233
1555 55.007355 15.523453 4.745941
1556 55.720093 12.437897 2.847725
1557 54.67929 16.169525 4.0617523
1558 55.49794 15.724411 4.1842346
1559 55.037994 15.059074 4.8520203
1560 56.14508 11.515434 4.0349274
1561 54.757904 12.120071 3.7265472
1562 55.489243 10.969635 2.8946
1563 55.808624 10.6465 2.6101074
1564 54.740784 14.563202 4.7331085
1565 54.715073 13.558762 4.2359314
1566 55.877014 14.678024 3.888321
1567 55.60286 15.054321 4.678787
1568 55.9579 14.83844 4.3596725
1569 55.91487 14.367279 4.0260468
1570 55.31073 13.514854 3.4105682
1571 55.85913 14.681992 3.9125977
1572 55.317856 13.814621 3.8297653
1573 55.821472 13.18129 3.781433
1574 54.55493 13.241211 4.1154785
1575 55.89212 13.274673 3.4482727
1576 55.50122 13.639282 3.4792328
1577 54.847458 13.298157 3.7881927
1578 54.70294 13.685257 3.7531815
1579 54.8416 15.347534 3.9936905
1580 54.96283 15.200203 4.1848984
1581 55.697754 14.997986 3.2164154
1582 55.760895 15.27179 4.217087
1583 56.383453 11.99086 2.9395905
1584 57.988495 12.56514 3.182953
1585 57.436188 11.120941 2.8600845
1586 57.54123 11.275253 2.79747
1587 57.92134 12.836899 2.9191818
1588 58.298676 10.431564 2.0597382
1589 58.537994 11.331024 1.6707306
1590 59.282288 10.957375 2.4647827
1591 60.116135 12.502968 3.0196228
1592 60.026947 12.790009 3.0516205
1593 58.357605 12.573959 2.4653091
1594 57.409393 11.105392 2.2453613
1595 56.91783 11.061966 2.0230713
1596 55.756805 12.305359 3.0442505
1597 54.848877 8.825432 2.235878
1598 51.99353 6.6372223 2.4684677
1599 50.13771 5.6984253 1.6315918
1600 47.08081 6.104843 2.072647
1601 42.54062 7.493927 2.1493378
1602 37.100952 4.1194305 0.94361115
1603 31.46759 3.3947906 -0.10662842
1604 25.742752 3.9298859 -0.63279724
1605 20.22638 3.8014297 -0.5707092
1606 13.441559 3.041214 -0.9737396
1607 7.986252 3.1181717 -1.0192261
1608 6.0859833 3.1252441 -0.7259445
1609 3.4460144 2.0164795 -1.126442
1610 0.786911 1.9552765 -0.40745544
1611 0.26504517 0.64025116 -0.36767578
1612 -1.1731567 -0.50738525 -1.0985718
1613 -3.017517 -1.4463043 -1.1645279
1614 -2.6753845 -1.688736 0.22514343
1615 -2.4825745 -1.9822235 0.010620117
1616 -2.430313 -2.6637497 0.53624725
1617 -2.5030975 -3.1880417 0.61351776
1618 -2.5168457 -3.5864105 0.5128021
1619 -3.0599976 -4.814949 0.12675476
1620 -2.2300873 -4.5049057 0.114212036
1621 -2.0336304 -4.69796 0.042922974
1622 -2.3980865 -4.4892273 0.02584076
1623 -3.0086823 -5.863838 0.06971741
1624 -2.8814545 -5.8787003 0.6535492
1625 -3.50766 -6.0845566 0.49441528
1626 -3.0229492 -5.940262 0.45586395
1627 -3.3233032 -6.0550537 0.71728516
1628 -3.1725464 -5.7669907 0.6871948
1629 -3.2461548 -5.4443665 0.6644592
1630 -3.4138947 -4.971016 0.66254425
1631 -3.1555786 -4.9491425 0.39646912
1632 -3.353119 -5.1554565 0.38047028
1633 -4.156128 -5.380028 0.03768921
1634 -5.0210266 -5.1641083 0.070251465
1635 -5.109543 -5.011444 0.4578247
1636 -4.9936523 -5.0277405 0.27170563
1637 -4.7335052 -4.967499 0.45220184
1638 -4.835556 -5.2435913 0.49951172
1639 -4.7375183 -4.889389 0.079948425
1640 -4.4787292 -5.1035156 0.04774475
1641 -4.8787537 -5.205124 -0.1950531
1642 -4.912567 -5.233055 -0.2956543
1643 -5.3066406 -5.3425903 -0.37358093
1644 -5.491287 -4.9701843 -0.27441406
1645 -5.844757 -5.571129 -0.16573334
1646 -6.0287476 -6.494995 -0.5183258
1647 -6.3161774 -6.273247 -0.8370209
1648 -5.668625 -5.9103394 -0.6948166
1649 -5.3669434 -5.561203 -0.4923401
1650 -6.7989044 -5.4797287 -0.47229004
1651 -5.762146 -5.2016754 -0.73625183
1652 -5.8493195 -4.8276215 -0.9257355
1653 -5.4202423 -4.346512 -0.45352936
1654 -5.9603577 -4.697113 -0.56627655
1655 -6.140869 -5.1251755 -0.9888916
1656 -5.959564 -5.5600204 -1.4055405
1657 -5.4959717 -4.6862183 -0.874527
1658 -5.746704 -4.655014 -0.83026886
1659 -5.039093 -4.4659576 -0.8334274
1660 -4.895294 -4.449356 -1.0372467
1661 -5.208313 -4.5739594 -0.6981201
1662 -5.4042053 -5.022972 -1.0597916
1663 -5.501648 -4.9840775 -0.8319168
1664 -5.1557465 -4.9902496 -1.4674377
1665 -5.042633 -4.55352 -1.2778625
1666 -5.3146515 -4.7945557 -1.365715
1667 -5.4658813 -4.5721817 -1.2595596
1668 -5.2765656 -4.4962616 -0.9621582
1669 -5.176071 -4.236603 -1.0809402
1670 -5.3300476 -4.607147 -0.97454834
1671 -5.394394 -4.472687 -1.0280304
1672 -5.161804 -4.96904 -0.980011
1673 -5.3195496 -4.4943695 -1.1320724
1674 -5.559494 -5.0102386 -1.5392075
1675 -4.799469 -4.507019 -1.3873901
1676 -5.0383606 -4.9347687 -1.4863586
1677 -5.1658325 -4.888565 -1.370018
1678 -4.980377 -4.9795 -1.452179
1679 -5.213089 -4.8189163 -1.3576508
1680 -5.0495605 -5.7124863 -1.1012878
1681 -5.1611633 -5.3161545 -1.3720322
1682 -5.3216553 -5.4535522 -1.3902054
1683 -5.365631 -5.557518 -1.3639984
1684 -5.6934357 -5.9434433 -1.413002
1685 -5.7032776 -5.949074 -1.2499542
1686 -6.1215515 -5.8175964 -1.6168442
1687 -5.402466 -5.7255325 -1.6583099
1688 -5.673218 -5.439575 -1.2675629
1689 -4.5455933 -5.2460938 -1.2298584
1690 -4.8737793 -5.940384 -1.1388245
1691 -5.3227844 -6.0912933 -0.8534851
1692 -5.0382233 -6.679329 -1.0922241
1693 -5.642746 -6.7833405 -1.2174835
1694 -4.9091034 -6.4691772 -1.1872101
1695 -5.352478 -5.7795563 -1.2653961
1696 -5.1614075 -5.761795 -1.0510864
1697 -5.752487 -6.212288 -1.3137512
1698 -5.245453 -5.506363 -1.1623993
1699 -4.7573547 -5.1587677 -1.2492218
1700 -5.3006897 -5.674103 -1.489357
1701 -5.374283 -5.507431 -1.6520691
1702 -5.3651886 -5.498123 -1.4465027
1703 -5.332535 -5.5365753 -1.6352692
1704 -4.896103 -5.624893 -1.7430496
1705 -4.982147 -5.9392624 -1.5689163
1706 -5.5007935 -5.5911026 -1.8980103
1707 -4.949463 -5.461685 -1.5542145
1708 -5.1520844 -5.4984055 -1.7060089
1709 -5.0854797 -5.142746 -1.6530151
1710 -5.519928 -5.5399094 -1.2420502
1711 -5.8743286 -5.882599 -1.6253357
1712 -5.062973 -5.8234024 -1.5736237
1713 -5.783081 -6.017578 -1.6932907
1714 -5.622177 -5.663986 -1.6588593
1715 -5.228058 -5.4069366 -1.3778839
1716 -5.2361145 -5.3365784 -1.2335587
1717 -5.2017365 -5.516693 -1.5644531
1718 -5.470703 -5.771927 -1.3182831
1719 -5.4660034 -5.7898254 -1.5851212
1720 -5.4012756 -5.2395325 -1.6324615
1721 -5.0823364 -5.2289124 -1.4173508
1722 -5.6137695 -5.7464523 -1.7506104
1723 -5.3022156 -5.8372116 -1.1763306
1724 -5.202057 -5.3539886 -1.1811447
1725 -4.77919 -5.898735 -1.4618225
1726 -4.708679 -5.4212036 -1.7819061
1727 -4.340912 -5.214012 -1.6005096
1728 -5.3556824 -5.1129837 -1.496048
1729 -4.7904053 -5.2956543 -1.4377136
1730 -4.681061 -4.783249 -1.2026978
1731 -5.2726135 -5.3837814 -1.421608
1732 -4.5490265 -5.100281 -1.6605835
1733 -4.425354 -5.3370667 -1.5541229
1734 -4.7113647 -5.2666855 -1.2806244
1735 -5.1575165 -6.2032013 -1.2084656
1736 -5.2005615 -5.574997 -1.5364685
1737 -4.660568 -5.5785675 -1.2893829
1738 -4.3677673 -5.369362 -1.0536575
1739 -4.5655212 -5.6894684 -1.3611755
1740 -4.4999084 -4.862854 -1.4317017
1741 -4.129425 -5.3506317 -1.2713013
1742 -4.1693115 -4.619217 -1.1806793
1743 -3.8389893 -4.133896 -0.89907837
1744 -4.2997284 -3.8994064 -0.80049133
1745 -3.6249695 -4.4703064 -0.9696808
1746 -3.9443665 -4.4034195 -1.1060028
1747 -4.301178 -4.6614456 -1.2271957
1748 -4.493698 -4.5029755 -0.92604065
1749 -3.7655334 -4.383278 -1.1296005
1750 -3.2668762 -4.1749725 -0.9608612
1751 -3.2316284 -4.480377 -1.1385727
1752 -4.6808777 -4.8816376 -1.0738983
1753 -3.7326355 -4.3111343 -1.3459167
1754 -4.299835 -4.728821 -1.2313538
1755 -3.8141327 -4.3265457 -1.3946075
1756 -3.4007874 -4.756302 -1.2386627
1757 -3.8190155 -5.1192093 -1.6308975
1758 -3.7596283 -4.959053 -1.5181427
1759 -4.3702393 -5.4390717 -1.585083
1760 -3.6809692 -5.33667 -1.6797943
1761 -4.2888336 -5.186455 -1.4936523
1762 -4.4227295 -5.3113403 -1.5319519
1763 -4.4359894 -4.9121017 -1.6247635
1764 -4.400299 -4.810631 -1.9303741
1765 -4.6152954 -4.8680115 -1.5143127
1766 -4.142273 -4.651123 -1.8402863
1767 -3.8493652 -4.673691 -1.5467148
1768 -3.2427673 -4.95903 -1.1383057
1769 -3.5941162 -4.6947403 -1.1150055
1770 -3.7250214 -4.054184 -1.3702469
1771 -3.5285797 -4.041954 -1.289917
1772 -3.6242523 -4.378998 -1.3516846
1773 -3.119995 -4.1876373 -1.001236
1774 -3.3050232 -4.161331 -0.7882004
1775 -3.4772034 -4.207924 -0.59786224
1776 -4.263672 -3.6289902 -1.0436783
1777 -4.113617 -2.9410706 -1.3519745
1778 -3.065094 -2.770317 -1.058876
1779 -3.3399048 -2.1671677 -1.332428
1780 -2.2685242 -1.3293304 -1.835846
1781 -2.911316 -1.2178116 -1.680191
1782 -2.9718323 -1.0958176 -1.9910278
1783 -3.238556 -0.078308105 -1.4120178
1784 -3.3843842 -0.025497437 -1.8878326
1785 -2.274292 0.37202454 -1.6179047
1786 -2.3422546 0.34485626 -1.9049225
1787 -2.7827454 0.108291626 -1.7857666
1788 -3.1654358 0.3632965 -1.5914001
1789 -2.6135712 0.46483612 -2.033142
1790 -2.746811 -0.05168152 -2.0146332
1791 -2.4750671 0.32080078 -1.565712
1792 -2.7675781 -0.11160278 -1.4713898
1793 -2.2716675 -0.055282593 -1.0120392
1794 -2.213745 -0.57566833 -1.0332642
1795 -1.8979034 -0.37309265 -0.8527832
1796 -2.5834503 -0.47128296 -0.988884
1797 -3.0317078 -0.8507309 -0.9112396
1798 -2.7256775 -0.58244324 -1.2775497
1799 -2.5388489 -0.5500717 -1.1289978
1800 -1.9898529 -0.7043762 -1.7349548
1801 -1.7874603 -1.3697433 -1.5306091
1802 -1.7897644 -1.7861176 -1.8544464
1803 -1.8526154 -1.9864883 -1.4019699
1804 -2.8541107 -2.8557434 -2.4023132
1805 -4.0267334 -2.571701 -3.042221
1806 -3.5553436 -2.7098083 -2.8421783
1807 -2.2040405 -2.5279388 -1.663948
1808 -2.3514862 -1.9084015 -2.059616
1809 -2.3253021 -2.3368607 -2.0548859
1810 -2.4307556 -2.1051636 -1.9304123
1811 -2.7996979 -1.7879791 -1.5735779
1812 -2.6733398 -0.9882965 -1.5827484
1813 -1.8473053 -1.4100952 -1.3743591
1814 -2.0238037 -1.5268936 -1.6376724
1815 -1.6600952 -1.6164703 -1.1696548
1816 -1.5987854 -0.81666565 -1.2124557
1817 -1.6605225 -0.6934891 -1.3777008
1818 -2.4272919 -0.73127747 -1.379715
1819 -2.6140137 -0.9669342 -1.3587112
1820 -2.6499634 -1.4660568 -1.0815735
1821 -2.4048462 -1.6420441 -0.95144653
1822 -1.8808289 -1.4733353 -0.2871704
1823 -2.1711273 -0.8586426 -0.37886047
1824 -1.8660278 -0.5549011 -0.8001404
1825 -2.4988708 -1.2646179 -0.8627167
1826 -1.7750092 -1.7891846 -0.9976654
1827 -1.6498718 -2.0213928 -0.79533386
1828 -1.747406 -1.6607666 -0.7191467
1829 -1.3819275 -2.1203842 -0.6639557
1830 -2.486206 -2.1525192 -1.8825684
1831 -2.6297913 -0.9935913 -0.9247589
1832 -2.278885 -0.6781082 -0.9618683
1833 -2.731369 -0.6426239 -1.4359741
1834 -2.6365814 -0.060577393 -1.8339691
1835 -2.7957 0.16642761 -1.8640442
1836 -2.930359 -0.095199585 -2.0746002
1837 -3.4458008 -0.086631775 -2.1121445
1838 -3.9505768 0.022232056 -1.9437103
1839 -3.507721 -0.35534668 -1.9798584
1840 -3.2900696 -0.14750671 -1.949585
1841 -3.5898285 0.20674133 -1.4807434
1842 -3.8551025 0.07505798 -1.7689362
1843 -4.3104553 0.36843872 -1.6148682
1844 -4.1939545 -0.118927 -1.319458
1845 -4.057663 0.12928772 -1.6064987
1846 -3.8775482 0.505249 -1.4754868
1847 -4.5186157 0.19737244 -1.6570816
1848 -4.198456 0.4625702 -1.6750259
1849 -4.1908875 1.0768433 -1.8284302
1850 -5.367859 -0.2641983 -1.8526611
1851 -4.8599243 -0.5662384 -1.6433716
1852 -4.4502716 -0.67807007 -1.9127502
1853 -4.862625 -0.21633911 -2.1366882
1854 -5.090988 -0.41905975 -2.1711273
1855 -4.9119415 -0.75024414 -2.5149536
1856 -4.395035 -0.38262177 -2.226944
1857 -3.9763336 -0.5069885 -2.0424347
1858 -4.3921814 -0.6432953 -1.9873047
1859 -4.5690155 -0.114364624 -2.1885986
1860 -3.8439636 -0.2829895 -1.4340134
1861 -4.5829163 -0.34435272 -1.811264
1862 -5.2487183 0.1588211 -1.6607895
1863 -4.0742188 -0.34432983 -1.5632019
1864 -4.2476654 0.27365112 -1.5183563
1865 -4.965866 0.22977448 -1.8625641
1866 -4.873703 0.039749146 -1.9172516
1867 -4.960663 -0.05899048 -1.9759598
1868 -5.354248 0.020736694 -1.7666931
1869 -5.2076874 -0.019226074 -1.819397
1870 -4.895813 -0.34136963 -1.8742905
1871 -5.024826 0.64043427 -1.993393
1872 -5.1441345 0.12800598 -1.9121094
1873 -4.914337 0.34495544 -1.931015
1874 -4.9360657 0.42430115 -1.888031
1875 -5.124359 0.49188232 -1.9842453
1876 -5.1390076 -0.10978699 -1.9862518
1877 -4.978073 0.10938263 -1.9247284
1878 -4.6163177 -0.303154 -1.9900208
1879 -5.131134 0.005645752 -1.9852524
1880 -4.8902283 -0.099868774 -2.2295074
1881 -5.4098206 -0.14764404 -2.2569885
1882 -5.3206177 -0.56777954 -2.0634155
1883 -5.0023193 -0.68598175 -2.362976
1884 -5.449829 -0.33953857 -2.5900726
1885 -5.5570374 -0.595253 -2.4596863
1886 -5.3589783 -0.30586243 -2.195816
1887 -5.551361 -0.9254379 -2.431755
1888 -4.8290405 -0.32414246 -2.610054
1889 -5.0400085 -0.7756195 -2.2754517
1890 -4.4452667 0.11213684 -2.0234756
1891 -5.066742 -0.2878189 -2.333969
1892 -4.3871 0.23298645 -1.7394333
1893 -5.060196 0.54571533 -2.057541
1894 -4.2800903 0.3844757 -2.0536041
1895 -4.6323395 0.16841125 -2.0582123
1896 -4.3814697 0.21009064 -2.1208801
1897 -4.3166504 -0.27130127 -2.3443222
1898 -5.3110046 -1.2972717 -1.9015656
1899 -6.490219 -1.2419434 -2.147293
1900 -5.702072 -1.3630676 -1.3544769
1901 -4.7931976 -0.91539 -1.5467987
1902 -5.1375427 -0.47213745 -1.4803925
1903 -5.470276 -0.35502625 -1.4638519
1904 -5.7350006 -0.3558426 -1.5875092
1905 -5.2546997 -0.44900513 -1.6128693
1906 -4.991989 -0.20332336 -1.5074768
1907 -4.4487915 -0.067588806 -1.7163696
1908 -4.424881 0.18541718 -1.8503876
1909 -5.1683044 -0.14239502 -1.978775
1910 -5.1679077 0.15470886 -1.7892151
1911 -5.628174 -0.011199951 -1.7801743
1912 -5.437622 -0.57029724 -2.145401
1913 -4.7719727 -0.33010864 -2.0918274
1914 -5.2417603 -0.18054199 -2.1638336
1915 -4.716522 0.63334656 -2.3632812
1916 -4.1581726 0.2613678 -2.3364716
1917 -4.5720825 0.34654236 -2.3819885
1918 -4.6616516 -0.39614868 -2.6670685
1919 -4.53273 -0.10469055 -2.4388504
1920 -4.538498 0.15512085 -2.474945
1921 -4.4265747 -0.30310822 -2.5631714
1922 -4.136841 0.09411621 -2.4379425
1923 -4.1385193 -0.05831909 -2.265152
1924 -3.4260864 0.30941772 -2.2371674
1925 -3.633667 -0.18405151 -1.7839813
1926 -3.2882996 0.30332947 -2.150116
1927 -3.4890594 0.15049744 -2.3047485
1928 -3.682373 0.34596252 -2.562683
1929 -3.9460907 0.032684326 -2.3745117
1930 -4.2354736 -0.33947754 -2.3816757
1931 -4.98999 -1.0334702 -3.2961502
1932 -5.120819 -1.1870041 -3.538643
1933 -4.1607666 -1.3828583 -3.0410461
1934 -4.042816 -1.4834061 -2.4552917
1935 -3.6941528 -0.92827606 -3.0156708
1936 -4.1801605 -0.6949768 -2.5677567
1937 -3.85643 -0.34547424 -2.3592834
1938 -4.377075 -0.98265076 -2.7264252
1939 -4.1829224 -0.9764862 -2.1389465
1940 -3.6445618 -0.52819824 -2.0612335
1941 -3.5332642 -0.7360153 -2.140213
1942 -3.106903 -0.48127747 -2.5055008
1943 -3.1626282 -0.9154968 -1.9964447
1944 -4.0835724 -1.3293304 -2.2165375
1945 -3.7537842 -1.3956604 -2.09906
1946 -3.8627014 -0.8642349 -2.026535
1947 -3.8356476 -1.220108 -2.2834778
1948 -3.0194855 -1.654419 -1.8117676
1949 -2.4313812 -1.7792587 -2.1374588
1950 -2.348938 -0.83109283 -2.4216614
1951 -2.579834 -0.7165146 -2.3137817
1952 -2.331253 -0.8087616 -2.1465225
1953 -2.4302673 -0.5397339 -2.0466385
1954 -2.7901764 -1.1740723 -2.096344
1955 -3.0972595 -0.68382263 -2.1556396
1956 -3.4030762 -0.91916656 -2.8643188
1957 -4.178467 -1.0492172 -3.7655563
1958 -4.139496 -0.96624756 -3.9089203
1959 -3.7745514 -1.0549164 -3.3591232
1960 -3.0451202 -0.5909729 -2.229332
1961 -2.5732727 -0.8308716 -2.0929642
1962 -2.9120178 -0.551445 -2.0401459
1963 -2.8214111 -0.23032379 -2.3744888
1964 -2.8052063 -0.19615173 -2.2701187
1965 -3.4763947 -0.1434784 -2.445282
1966 -3.6037903 -0.00793457 -2.3753967
1967 -3.478485 -0.3688507 -2.1353455
1968 -3.051468 -0.22982788 -2.2342682
1969 -3.2325287 -0.49972534 -2.2176666
1970 -2.9733582 -0.48701477 -2.4745102
1971 -2.8112793 -0.29884338 -2.441368
1972 -2.7493591 0.017837524 -2.4728088
1973 -3.5606232 -0.4427719 -2.6496506
1974 -3.2552795 -0.40176392 -2.4495544
1975 -2.7938843 -0.1385498 -2.0642242
1976 -3.0048676 -0.7074127 -1.9092712
1977 -3.7976227 -0.8674774 -2.137558
1978 -3.6551208 -0.32720947 -2.8217773
1979 -3.9430542 -0.56425476 -3.3071747
1980 -4.030182 -0.7853546 -2.5678024
1981 -5.207382 -0.88061523 -3.162262
1982 -4.307831 -1.1902618 -2.925293
1983 -3.7362823 -1.6039124 -2.1181412
1984 -2.8136444 -1.159317 -1.7733307
1985 -3.0941772 -1.2272797 -2.258133
1986 -3.8298035 -0.30867004 -2.6333466
1987 -3.8836212 -0.40990448 -2.8069382
1988 -4.0906982 -0.3403778 -2.851822
1989 -4.295288 -0.3329773 -2.8752594
1990 -4.920212 -0.36179352 -3.101921
1991 -4.773224 0.06960297 -2.895012
1992 -4.7723083 0.13368988 -2.5800629
1993 -4.7171326 -0.2759552 -2.7798462
1994 -4.1033173 -0.73249817 -2.3904877
1995 -3.8640442 -0.44662476 -2.694397
1996 -4.185257 -1.1352768 -3.0777283
1997 -4.1476135 -0.8921356 -3.1237946
1998 -4.1641235 -0.6728668 -3.2795181
